stock,bond,inflation,year,dividend,income
0.11623940008864042,0.07769389423493234,-0.011173209159641706,1926,0.05407336612323354,0.037275823834664525
0.3748854053486297,0.08927873411853615,-0.02259879692692901,1927,0.05708083852238212,0.03408790808631987
0.4360842804494178,0.0010394122257078031,-0.011560706247910946,1928,0.048130495350541175,0.03217159400516421
-0.08415345102167948,0.034213040009367646,0.0058479865322325075,1929,0.03983506681673479,0.034742858193697074
-0.24896987513144586,0.04658423541074708,-0.06395372438494606,1930,0.045688482240278196,0.03324849352004518
-0.4333651958359862,-0.0530939058774762,-0.09316769800098534,1931,0.053455579232363874,0.03327708750010802
-0.08192788414879004,0.1684227175389541,-0.10273975807737701,1932,0.061576461482198336,0.03686371592296951
0.5399006634977419,-0.000741164383918913,0.00763359462045643,1933,0.06386146389634637,0.03115648538752922
-0.014427062798622603,0.1002595852516257,0.01515163748244941,1934,0.04455534753660026,0.03179117592884961
0.47668813703725754,0.04984084432677838,0.02985076857244251,1935,0.049472135287960926,0.02808238863028006
0.33921290440495655,0.0751521354439939,0.014492738495424762,1936,0.05361010870059846,0.027746810789165677
-0.3502651424511951,0.002319634877895549,0.028571483640748907,1937,0.046566033831370535,0.026614834217095297
0.3112163006271098,0.05532309915687095,-0.027777879768501323,1938,0.04834102433337034,0.026424463490820834
-0.004107899293128714,0.059399134441890045,-2.9453738781271e-08,1939,0.0469334481367089,0.023995310378740663
-0.09784381654155838,0.06086893081769773,0.0071428533425303975,1940,0.05364362141830011,0.022285009084745185
-0.11592135901220968,0.009328110586695137,0.09929062764499808,1941,0.06710775095831824,0.01943681868327868
0.20340341524589833,0.032181519684325144,0.09032259386950736,1942,0.06789383007744576,0.024587902678782796
0.25899714876292546,0.02084292381976849,0.029585750257827392,1943,0.06243461108944142,0.024419918696390912
0.1975254887259441,0.028146732743147496,0.022988457077430358,1944,0.05484211051791462,0.02460450366411086
0.36436107756124847,0.10734366504132242,0.02247198754218549,1945,0.049700265212926656,0.023363308574159365
-0.08071333818613702,-0.0010173385267600032,0.1813186736385619,1946,0.04089837672423573,0.020398251744321805
0.0570798843623741,-0.02623073171774193,0.0883720441218192,1947,0.05490096373449127,0.021321977065088364
0.05501171202212629,0.03398717643531035,0.029914653012588,1948,0.0607834796223866,0.024049378213819163
0.18792486604653313,0.06448685269975485,-0.020746874755196765,1949,0.0749994581130841,0.022467986025832432
0.3171295427787928,0.0005922141689953531,0.059321862590133057,1950,0.0877088949592122,0.02122132966625307
0.24016406610935914,-0.039313436951881386,0.06000006868771757,1951,0.06908389614645909,0.023796484652585083
0.18367454781258896,0.011602312765910394,0.007547209344425987,1952,0.05931701900299274,0.026583381687396
-0.00989169976222859,0.03636911583812896,0.007490640266939019,1953,0.054572144616659934,0.02844336737049161
0.5262362376775578,0.07187251679474871,-0.0074349994713188705,1954,0.06207057742214436,0.027855013083394928
0.3156269084763832,-0.012926399276356526,0.003745228625930297,1955,0.04558042715621398,0.027468957560542517
0.0655594540653095,-0.055865192636695093,0.029850714615408558,1956,0.03825701774892478,0.02988672159811152
-0.10782449992674614,0.07458419192145893,0.028985421667055755,1957,0.03835574614095896,0.03439648890279864
0.43363639757588857,-0.06093717907026874,0.01760558643200416,1958,0.04375883755233947,0.03270757486900177
0.11955119528535518,-0.022572920203192237,0.01730107017520277,1959,0.03314731142874858,0.040106559435251
0.004696234075929784,0.1377859131000303,0.01360548565187547,1960,0.032561047536938836,0.042623002339477134
0.2688847011172286,0.00973437701855584,0.006711452125653938,1961,0.03476202585299261,0.038339337966234274
-0.08728500501807923,0.0688668206702916,0.013333352744575366,1962,0.029768850543752,0.039965282334634256
0.22801204486028914,0.012131672268489213,0.016447451192280527,1963,0.03613470509142303,0.038880575459044726
0.1648270080503651,0.03506149462491792,0.009708678847612617,1964,0.0333230360445803,0.041465719000538165
0.12451043196690015,0.007097066824963472,0.019230795500948084,1965,0.03209392937179853,0.04194999972979588
-0.10063278294404165,0.036517854285851525,0.034591105670909617,1966,0.031051106229951244,0.04489328123485561
0.23975670350948364,-0.09181115915724158,0.030395103959131697,1967,0.03635047829304609,0.0459326514960959
0.11061408154261465,-0.002602533432586207,0.04719779694806059,1968,0.031823891894810157,0.054964545805826985
-0.08504558106906457,-0.05073674911690995,0.06197180420986803,1969,0.029849250581825013,0.05947065597846469
0.03856886225208189,0.12105921590645452,0.055702740979407306,1970,0.03329916151125803,0.06744117237089978
0.14300527184925782,0.1322969023746221,0.03266348025996857,1971,0.03487566975472511,0.06315234962029481
0.18995144546686848,0.056859921480646,0.03406333025252062,1972,0.02953040184625399,0.058707444683440836
-0.1468924043856319,-0.011067936431821579,0.0870586727408964,1973,0.02863197327719589,0.06507777823957366
-0.2646675211429784,0.043545180722745824,0.12337664727794806,1974,0.036904231013016674,0.07266405253157907
0.3722757544934272,0.09195915405723887,0.06936416290239666,1975,0.053675500950759625,0.07992811524199554
0.23926958429255984,0.16754911048833065,0.0486484485566987,1976,0.04490475271431448,0.07888488610153062
-0.07157333863937954,-0.006882104026742053,0.06701022651245259,1977,0.043458094789467265,0.07139103186754753
