stock,bond,inflation,year,dividend,income
0.06570785162302006,-0.01177428822754023,0.09017704407993454,1978,0.05331223398652664,0.0790272620988479
0.18609213904905508,-0.01234020401355651,0.13293928182026615,1979,0.05878704191385615,0.08859323346317233
0.3250391190541444,-0.03946630963943332,0.12516282910774335,1980,0.05743944732176493,0.0997144904825687
-0.0492306967532683,0.01857746982009867,0.08922344668295956,1981,0.04883603717135484,0.11545870774123544
0.21546412885796395,0.4036134323785834,0.03829789976991349,1982,0.05607176873382089,0.13495358625234574
0.22555300431956016,0.006517539170693976,0.037909810541456146,1983,0.05041912728898906,0.10377586957899346
0.06273656006045614,0.15476936190996593,0.0394867626237263,1984,0.04565574898202629,0.11741160435691958
0.31726768261037774,0.309668069489053,0.037986552021415765,1985,0.04723187403965921,0.1125037495205776
0.18665062995742354,0.2453084408653825,0.010978845477354948,1986,0.03918750193965131,0.0898165188034733
0.052506205178014964,-0.027140672839393476,0.04434390520966214,1987,0.03637931199053424,0.07915375164503084
0.16608371492277985,0.09673006024881348,0.044194034206433086,1988,0.03989247112762876,0.0897111218202141
0.3168620950790608,0.18114633713259853,0.04647309904718466,1989,0.04031085934073159,0.08813217351251806
-0.031042395964911207,0.06182510613457626,0.061062746935563794,1990,0.03426565495694976,0.08188494548425099
0.3046577138867441,0.19299369977915526,0.030642949124858987,1991,0.037554723695823564,0.08218007255657389
0.0761941012141778,0.08053872964405318,0.02900664277696685,1992,0.02980953091377834,0.07258696587736574
0.10078688700780059,0.18240434640399483,0.027484228589443882,1993,0.029074335683578097,0.07171685721661059
0.013204644150236255,-0.07770381304924656,0.026748914590021267,1994,0.028295684934787867,0.06594182466805332
0.375777926801512,0.31668346343813725,0.02538427148088962,1995,0.030397431026034354,0.07598903948884608
0.2296016351817527,-0.009313554804560753,0.033224720810103525,1996,0.024334370955143566,0.06176977593333878
0.3336337869710966,0.15854155025204042,0.017024165510138856,1997,0.021043883664508645,0.06638658149608147
0.2857856531739338,0.13062830039876006,0.016119084298686692,1998,0.016744968319792306,0.058329549629194226
0.2104153287547743,-0.08963744905999826,0.026845593428522774,1999,0.013614566759946526,0.05568328549952898
-0.09104390331937318,0.21478977316076042,0.0338680072124371,2000,0.011057596099796613,0.06500925057464935
-0.11885835321665894,0.03695504606520128,0.015517132024978286,2001,0.011829365571600105,0.0553159354202264
-0.221005134335436,0.17839032467892935,0.023769103438814776,2002,0.013916542060780728,0.05588924457691964
0.286845114354499,0.01448253984199277,0.01879477655777806,2003,0.019913622172470547,0.0479689828568276
0.1088204138580584,0.08509760226374796,0.03255562796047684,2004,0.0175589388275749,0.050229977922976864
0.04911945740926349,0.07812348642694222,0.034156552458472156,2005,0.018375855766400846,0.046945890049016975
0.15794282349130317,0.011886075047794042,0.02540644262355629,2006,0.020057796678691054,0.04675865943774517
0.054939757286353474,0.09882474028054022,0.04081266348391188,2007,0.019597603908736848,0.04861450903768584
-0.36997833111002054,0.2587286065718173,0.0009141378251051879,2008,0.019212065977348675,0.04449666462182961
0.264644689036478,-0.14903292330646134,0.027213389827058565,2009,0.024847768151430326,0.034687217635442386
0.1506336847124059,0.10143661004736804,0.014957124151642187,2010,0.020219394215151214,0.042527111273229536
0.02111789130725339,0.2710062709193033,0.029624133117306606,2011,0.021258667610890514,0.03824881076755331
0.16003480146260274,0.036420132365893254,0.01741023806027897,2012,0.024996773899477638,0.024672303913344847
0.3238814853965202,-0.1224470906309183,0.015017322784156573,2013,0.02469701608741986,0.02900933911293765
0.13688513005478375,0.2470550403569718,0.007564877030340256,2014,0.021572287618839166,0.034110237619361536
0.013838247812336446,-0.006537679611881786,0.007294993334934219,2015,0.02099210257224714,0.024747053102957158
0.1195992275180664,0.017549225297022186,0.020746218404017025,2016,0.02257698492101602,0.022975991488684386
0.21831567451033096,0.06236050428266071,0.02109082993285094,2017,0.02205666682055914,0.02668339880833017
-0.043843464346711936,-0.00566281494196752,0.01910155982513495,2018,0.020072008657901905,0.028241714508402637
0.3148639616765663,0.12158176331759729,0.022851281107854948,2019,0.023440675577911945,0.025459465711861095
0.18398773126923085,0.16651454727577542,0.013619920136372476,2020,0.018049909084328734,0.015339127334155244
0.287054194118028,-0.05413275356944258,0.07036404388234385,2021,0.016137140317053666,0.017332001967786562
-0.18110856767729966,-0.26078481394372877,0.06454411271862215,2022,0.013980292509226363,0.026078949267916804
